0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0012565378, 0.0000157910
0.0000000000, 0.0025124804, 0.0000631588
0.0000000000, 0.0037672326, 0.0001420886
0.0000000000, 0.0050201995, 0.0002525555
0.0000000000, 0.0062707869, 0.0003945245
0.0000000000, 0.0075184010, 0.0005679507
0.0000000000, 0.0087624489, 0.0007727795
0.0000000000, 0.0100023386, 0.0010089460
0.0000000000, 0.0112374792, 0.0012763756
0.0000000000, 0.0124672810, 0.0015749839
0.0000000000, 0.0136911559, 0.0019046762
0.0000000000, 0.0149085171, 0.0022653485
0.0000000000, 0.0161187796, 0.0026568866
0.0000000000, 0.0173213604, 0.0030791665
0.0000000000, 0.0185156784, 0.0035320546
0.0000000000, 0.0197011548, 0.0040154074
0.0000000000, 0.0208772128, 0.0045290718
0.0000000000, 0.0220432785, 0.0050728851
0.0000000000, 0.0231987804, 0.0056466747
0.0000000000, 0.0243431499, 0.0062502586
0.0000000000, 0.0254758212, 0.0068834452
0.0000000000, 0.0265962317, 0.0075460334
0.0000000000, 0.0277038221, 0.0082378127
0.0000000000, 0.0287980362, 0.0089585630
0.0000000000, 0.0298783216, 0.0097080552
0.0000000000, 0.0309441296, 0.0104860505
0.0000000000, 0.0319949151, 0.0112923011
0.0000000000, 0.0330301371, 0.0121265499
0.0000000000, 0.0340492589, 0.0129885309
0.0000000000, 0.0350517477, 0.0138779687
0.0000000000, 0.0360370754, 0.0147945791
0.0000000000, 0.0370047182, 0.0157380689
0.0000000000, 0.0379541572, 0.0167081362
0.0000000000, 0.0388848783, 0.0177044702
0.0000000000, 0.0397963723, 0.0187267513
0.0000000000, 0.0406881350, 0.0197746514
0.0000000000, 0.0415596676, 0.0208478337
0.0000000000, 0.0424104767, 0.0219459532
0.0000000000, 0.0432400743, 0.0230686562
0.0000000000, 0.0440479780, 0.0242155808
0.0000000000, 0.0448337114, 0.0253863569
0.0000000000, 0.0455968037, 0.0265806063
0.0000000000, 0.0463367904, 0.0277979427
0.0000000000, 0.0470532130, 0.0290379717
0.0000000000, 0.0477456193, 0.0303002913
0.0000000000, 0.0484135636, 0.0315844917
0.0000000000, 0.0490566067, 0.0328901552
0.0000000000, 0.0496743160, 0.0342168568
0.0000000000, 0.0502662657, 0.0355641639
0.0000000000, 0.0508320369, 0.0369316365
0.0000000000, 0.0513712178, 0.0383188275
0.0000000000, 0.0518834036, 0.0397252825
0.0000000000, 0.0523681968, 0.0411505402
0.0000000000, 0.0528252072, 0.0425941322
0.0000000000, 0.0532540523, 0.0440555834
0.0000000000, 0.0536543569, 0.0455344120
0.0000000000, 0.0540257536, 0.0470301296
0.0000000000, 0.0543678827, 0.0485422413
0.0000000000, 0.0546803927, 0.0500702458
0.0000000000, 0.0549629396, 0.0516136357
0.0000000000, 0.0552151880, 0.0531718975
0.0000000000, 0.0554368103, 0.0547445115
0.0000000000, 0.0556274876, 0.0563309523
0.0000000000, 0.0557869089, 0.0579306889
0.0000000000, 0.0559147721, 0.0595431845
0.0000000000, 0.0560107835, 0.0611678968
0.0000000000, 0.0560746581, 0.0628042782
0.0000000000, 0.0561061196, 0.0644517761
0.0000000000, 0.0561049006, 0.0661098325
0.0000000000, 0.0560707427, 0.0677778847
0.0000000000, 0.0560033962, 0.0694553650
0.0000000000, 0.0559026208, 0.0711417012
0.0000000000, 0.0557681852, 0.0728363164
0.0000000000, 0.0555998675, 0.0745386296
0.0000000000, 0.0553974549, 0.0762480552
0.0000000000, 0.0551607441, 0.0779640038
0.0000000000, 0.0548895413, 0.0796858818
0.0000000000, 0.0545836620, 0.0814130919
0.0000000000, 0.0542429315, 0.0831450331
0.0000000000, 0.0538671848, 0.0848811009
0.0000000000, 0.0534562662, 0.0866206874
0.0000000000, 0.0530100303, 0.0883631816
0.0000000000, 0.0525283412, 0.0901079691
0.0000000000, 0.0520110729, 0.0918544330
0.0000000000, 0.0514581094, 0.0936019532
0.0000000000, 0.0508693446, 0.0953499073
0.0000000000, 0.0502446825, 0.0970976702
0.0000000000, 0.0495840372, 0.0988446148
0.0000000000, 0.0488873327, 0.1005901114
0.0000000000, 0.0481545035, 0.1023335286
0.0000000000, 0.0473854939, 0.1040742330
0.0000000000, 0.0465802588, 0.1058115898
0.0000000000, 0.0457387630, 0.1075449622
0.0000000000, 0.0448609818, 0.1092737123
0.0000000000, 0.0439469009, 0.1109972010
0.0000000000, 0.0429965162, 0.1127147880
0.0000000000, 0.0420098339, 0.1144258322
0.0000000000, 0.0409868708, 0.1161296917
0.0000000000, 0.0399276540, 0.1178257241
0.0000000000, 0.0388322209, 0.1195132864
0.0000000000, 0.0377006196, 0.1211917355
0.0000000000, 0.0365329085, 0.1228604282
